343.763, 1107.692
344.953, 1198.662
346.721, 1017.062
348.022, 774.704
348.953, 506.208
349.846, 294.399
351.706, 116.533
353.454, 120.607
355.946, 120.607
361.209, 154.890
362.977, 215.310
365.003, 302.206
367.347, 423.385
368.668, 548.299
369.988, 729.898
371.160, 1002.467
373.503, 1769.936
374.843, 2454.243
375.885, 3112.414
376.778, 3913.827
377.801, 4571.997
378.247, 5343.540
378.973, 6114.743
379.718, 6976.916
380.463, 8236.570
380.908, 9136.760
381.615, 10525.401
382.060, 11357.363
382.953, 12794.545
383.271, 13971.037
383.847, 14958.124
384.145, 15881.056
384.573, 17027.338
385.000, 17870.840
385.596, 19183.109
385.893, 20060.896
386.321, 21740.434
387.065, 23934.562
387.828, 26072.004
388.703, 28163.283
389.297, 29948.387
389.745, 30999.963
390.172, 32308.158
390.618, 32898.102
391.065, 33979.891
391.498, 35231.738
391.945, 36370.215
392.373, 37202.180
393.097, 38159.051
394.139, 39448.914
395.014, 39985.906
396.593, 40318.898
397.745, 39842.328
398.768, 39218.441
399.810, 38594.551
401.448, 37107.477
403.177, 36275.512
404.608, 35962.211
406.505, 36382.094
407.231, 37126.824
408.142, 37811.473
408.867, 38734.066
409.593, 39513.418
410.021, 40598.938
410.765, 41495.391
411.211, 42448.531
412.142, 43859.574
412.869, 45127.039
413.593, 46000.754
413.910, 46693.203
414.338, 47381.578
415.341, 48592.355
416.234, 49064.867
417.536, 49567.559
419.433, 49333.359
420.306, 48796.363
421.032, 48225.090
421.460, 47631.414
422.054, 46818.121
422.632, 46125.660
423.097, 45247.867
423.525, 44377.898
424.677, 42619.609
425.719, 41469.250
426.166, 40308.371
426.891, 39105.406
427.617, 37902.438
428.211, 36752.082
428.658, 35764.996
429.403, 34672.344
430.555, 33650.973
431.280, 32482.291
432.620, 31309.533
435.281, 29636.785
436.174, 29122.193
438.240, 28407.678
442.513, 27091.336
444.428, 26330.654
446.811, 24881.594
448.597, 23739.381
449.938, 22657.256
451.109, 21851.770
452.003, 20985.865
453.472, 19855.197
455.181, 18198.398
456.036, 17604.721
457.784, 16349.141
458.639, 15501.562
460.368, 14302.668
461.707, 13497.181
463.941, 12203.243
465.540, 11514.862
469.410, 10334.298
472.944, 9498.601
476.629, 8961.610
480.071, 8291.560
483.756, 7478.266
486.991, 6578.076
490.397, 5768.516
497.020, 4549.934
504.703, 3535.353
509.746, 3059.122
516.090, 2548.267
524.705, 1949.499
528.240, 1654.527
532.369, 1386.032
538.713, 1113.463
543.757, 928.130
549.543, 780.474
554.735, 689.844
560.353, 595.141
567.014, 443.752
571.999, 356.855
578.602, 300.169
585.931, 300.169
590.527, 213.273
598.225, 151.835
