200, 0.0
300, 0.0
350, 0.0707
351, 0.0702
352, 0.0756
353, 0.0772
354, 0.0779
355, 0.0802
356, 0.0804
357, 0.0805
358, 0.0837
359, 0.0849
360, 0.087
361, 0.0879
362, 0.0901
363, 0.0921
364, 0.0946
365, 0.0957
366, 0.0976
367, 0.0999
368, 0.1036
369, 0.1054
370, 0.1083
371, 0.1103
372, 0.1134
373, 0.1165
374, 0.1198
375, 0.123
376, 0.1264
377, 0.1311
378, 0.1352
379, 0.1396
380, 0.1442
381, 0.1503
382, 0.156
383, 0.162
384, 0.1694
385, 0.1768
386, 0.1858
387, 0.195
388, 0.2068
389, 0.2184
390, 0.2315
391, 0.2457
392, 0.2613
393, 0.2786
394, 0.2972
395, 0.3168
396, 0.3386
397, 0.3606
398, 0.383
399, 0.4078
400, 0.4327
401, 0.4583
402, 0.4857
403, 0.5129
404, 0.5424
405, 0.569
406, 0.5979
407, 0.6244
408, 0.6517
409, 0.6772
410, 0.7016
411, 0.7261
412, 0.7471
413, 0.7669
414, 0.7851
415, 0.8023
416, 0.8169
417, 0.8308
418, 0.8416
419, 0.8531
420, 0.8615
421, 0.8684
422, 0.8752
423, 0.8789
424, 0.8852
425, 0.8892
426, 0.8929
427, 0.8965
428, 0.8989
429, 0.9002
430, 0.9035
431, 0.905
432, 0.9064
433, 0.9077
434, 0.9085
435, 0.9095
436, 0.9113
437, 0.9117
438, 0.9128
439, 0.9128
440, 0.9134
441, 0.9147
442, 0.9152
443, 0.9149
444, 0.9154
445, 0.9158
446, 0.9174
447, 0.9177
448, 0.9188
449, 0.9186
450, 0.9198
451, 0.9194
452, 0.9203
453, 0.9206
454, 0.9214
455, 0.9217
456, 0.9224
457, 0.9231
458, 0.9227
459, 0.9233
460, 0.9238
461, 0.9234
462, 0.9248
463, 0.9245
464, 0.9254
465, 0.9246
466, 0.9245
467, 0.9258
468, 0.9254
469, 0.9263
470, 0.9277
471, 0.928
472, 0.9272
473, 0.9276
474, 0.9286
475, 0.9276
476, 0.9286
477, 0.9288
478, 0.9301
479, 0.9298
480, 0.93
481, 0.9301
482, 0.9305
483, 0.9297
484, 0.9309
485, 0.931
486, 0.9319
487, 0.9313
488, 0.9315
489, 0.9323
490, 0.9328
491, 0.9317
492, 0.9328
493, 0.9326
494, 0.933
495, 0.9338
496, 0.9336
497, 0.9338
498, 0.9345
499, 0.9339
500, 0.9343
501, 0.9353
502, 0.9352
503, 0.9354
504, 0.935
505, 0.936
506, 0.9365
507, 0.9361
508, 0.936
509, 0.9364
510, 0.936
511, 0.9364
512, 0.9377
513, 0.9371
514, 0.9367
515, 0.9365
516, 0.9368
517, 0.9376
518, 0.9381
519, 0.937
520, 0.9376
521, 0.9381
522, 0.9376
523, 0.9382
524, 0.9392
525, 0.9389
526, 0.9396
527, 0.9386
528, 0.94
529, 0.9401
530, 0.9396
531, 0.9394
532, 0.9401
533, 0.9395
534, 0.9401
535, 0.9406
536, 0.9406
537, 0.9401
538, 0.9408
539, 0.9404
540, 0.9407
541, 0.9415
542, 0.9408
543, 0.9405
544, 0.9419
545, 0.9417
546, 0.9407
547, 0.9412
548, 0.9412
549, 0.943
550, 0.9416
600, 0.9416
700, 0.9416
